"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","27/814","205/18903",2.36284737672826e-07,2.31915699127177e-05,1.74667684929148e-05,"AKT1/ANP32B/ARL6IP1/ARL6IP5/BEX3/BIRC3/CD44/CFLAR/CSNK2A1/CYCS/DAP/DDX3X/DNAJB6/GSN/HMGB1/HSPE1/IFI6/KLF4/NLRP2/PAK2/PARK7/PDCD6/PRDX3/RHOA/SFN/VEGFA/XIAP",27
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","14/814","62/18903",2.86019111280139e-07,2.73292885355281e-05,2.05830979844262e-05,"CELF1/DDX17/DDX5/HNRNPL/HNRNPU/RBFOX2/RBM25/RBM8A/RNPS1/SAP18/SRSF2/THRAP3/TIA1/WTAP",14
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","17/814","91/18903",2.93371569893484e-07,2.73292885355281e-05,2.05830979844262e-05,"AKT1/ARL6IP1/BIRC3/CD44/CSNK2A1/DDX3X/DNAJB6/IFI16/IFI6/KLF4/PAK2/PARK7/PCID2/PRDX3/SFN/VEGFA/XIAP",17
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","16/814","81/18903",2.94202260282502e-07,2.73292885355281e-05,2.05830979844262e-05,"CELF1/DDX17/DDX5/HNRNPL/HNRNPU/RBFOX2/RBM25/RBM8A/RNPS1/RSRC1/SAP18/SRSF2/STRAP/THRAP3/TIA1/WTAP",16
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","29/814","234/18903",3.17915768900273e-07,2.90139970143723e-05,2.18519389076051e-05,"ACTR2/ACTR3/ARF4/ARF6/ARFGEF1/ARPC5/CAP1/CDC42/FAM89B/FRMD4B/GOLPH3/GSN/HES1/HSP90AA1/HSP90AB1/ITGB1/MAPRE1/MSN/PDLIM1/PRKCI/RAB10/RAC1/RHOA/RHOB/RHOBTB3/RND3/ROCK1/SPINT2/SYNJ2BP",29
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","16/814","82/18903",3.51098622723267e-07,3.14899144035592e-05,2.37166801048276e-05,"ATF6B/CAV1/CLU/DNAJB9/ERP29/HERPUD1/HSPA5/HYOU1/NCK1/NCK2/PARK7/SELENOS/SERINC3/TMBIM6/UBQLN1/XBP1",16
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","34/814","306/18903",4.35703091151675e-07,3.84157200028986e-05,2.89328618245591e-05,"AHCYL1/AKT1/AP3S1/APEX1/CAV1/CFLAR/CYFIP1/ERRFI1/FOS/FOXO1/GRB2/IRS2/JAK1/LEPROT/LYN/NCK1/NCL/NUCKS1/PIK3CA/PRKCI/RAB10/RAB8A/RB1/ROCK1/SELENOS/SLC39A14/SOCS3/SRSF5/STAT1/STAT3/SYAP1/XBP1/ZDHHC7/ZFP36L1",34
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","34/814","307/18903",4.70281685599258e-07,4.07734221414556e-05,3.07085690140428e-05,"APCS/APOL1/AXL/CAV1/CD46/CDC42/CHMP1B/CHMP3/CHMP4C/CHMP5/CTSL/EEF1A1/GSN/HLA-DRB1/HMGB1/HSP90AB1/HSPA8/IFITM1/IGF2R/ITGAV/ITGB1/ITGB6/JUN/NUCKS1/PAIP1/PLSCR1/PPIA/RAB7A/RAB9A/STOM/TCP1/TRIM14/VAPA/ZDHHC20",34
"GO:0043487","GO:0043487","regulation of RNA stability","25/814","187/18903",4.93602973962219e-07,4.20588431447381e-05,3.16766859274197e-05,"AKT1/APEX1/CELF1/CNOT7/CSDE1/DHX36/HNRNPA0/HNRNPC/HNRNPU/IGF2BP2/LARP1/NPM1/PABPC1/PABPC4/PAIP1/PCID2/PUM1/ROCK1/SERBP1/THRAP3/VIM/YBX1/YBX3/ZFP36L1/ZFP36L2",25
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","43/814","440/18903",5.01278022870773e-07,4.20588431447381e-05,3.16766859274197e-05,"AKT1/ARPP19/CALM2/CALM3/CAV1/CDKN1B/DNAJA1/DUSP1/DYNLL1/ERRFI1/FBLN1/HEXIM1/HNRNPU/IQGAP1/IRS2/JUN/LYN/NCK1/NCK2/NPM1/NR2F2/OCLN/PAK2/PARK7/PDCD4/PLEC/PPIA/PRDX3/PRKAR1A/PTEN/RB1/ROCK1/SFN/SMAD6/SOCS3/SPRED2/STAT3/TAF7/TMED2/URI1/WWTR1/YWHAB/YWHAE",43
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","43/814","441/18903",5.33088942638958e-07,4.40179155493311e-05,3.31521644862523e-05,"AKT1/ARPP19/CALM2/CALM3/CAV1/CDKN1B/DNAJA1/DUSP1/DYNLL1/ERRFI1/FBLN1/HEXIM1/HNRNPU/IQGAP1/IRS2/JUN/LYN/NCK1/NCK2/NPM1/NR2F2/OCLN/PAK2/PARK7/PDCD4/PLEC/PPIA/PRDX3/PRKAR1A/PTEN/RB1/ROCK1/SFN/SMAD6/SOCS3/SPRED2/STAT3/TAF7/TMED2/URI1/WWTR1/YWHAB/YWHAE",43
"GO:1902235","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","10/814","32/18903",5.64613398600709e-07,4.58924828050139e-05,3.45639978551289e-05,"ERP29/HERPUD1/HYOU1/NCK1/NCK2/PARK7/SELENOS/SERINC3/TMBIM6/XBP1",10
"GO:0030833","GO:0030833","regulation of actin filament polymerization","21/814","140/18903",5.94552062422829e-07,4.75824589034393e-05,3.58368060945388e-05,"ADD3/ARF6/ARFGEF1/ARHGAP18/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/BAIAP2L2/CAPZA2/CYFIP1/EPS8/GRB2/GSN/MTPN/NCK1/NCK2/RHOA/TMOD3/VASP",21
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","42/814","429/18903",6.48852888661643e-07,5.11414049517859e-05,3.85172320829129e-05,"ADAM9/AKT1/BNIP3L/CAV1/CELF1/CLU/CNOT7/CSDE1/CSNK1A1/DHX36/DTX3L/FOXO1/GNAI3/GRSF1/HERPUD1/HIF1A/HMGB1/HNRNPU/IRS2/LARP1/MTDH/ORMDL3/PABPC1/PAFAH1B2/PAIP1/PARK7/PTEN/PUM1/RAB3GAP2/RBX1/ROCK1/SH3GLB1/SLC25A5/SUMO2/TMEM59/TRIM14/UBQLN1/WAC/YBX1/ZBTB20/ZFP36L1/ZFP36L2",42
"GO:0006986","GO:0006986","response to unfolded protein","21/814","141/18903",6.70785980449097e-07,5.20810249297941e-05,3.92249083932685e-05,"ATF6B/CREBRF/DNAJA1/DNAJB9/EIF2AK2/HERPUD1/HSP90AA1/HSP90AB1/HSPA5/HSPA8/HSPE1/NCK1/NCK2/SELENOS/SERP1/TM7SF3/TMBIM6/TMED2/TRAM1/UBXN4/XBP1",21
"GO:0006401","GO:0006401","RNA catabolic process","33/814","299/18903",7.48294137842314e-07,5.7244501544937e-05,4.31137891803265e-05,"AKT1/APEX1/CELF1/CNOT7/CSDE1/DDX5/DHX36/EIF4A3/GRSF1/GSPT1/HNRNPA0/HNRNPAB/HNRNPC/HNRNPU/IGF2BP2/LARP1/NPM1/PABPC1/PABPC4/PAIP1/PCID2/PUM1/RBM8A/RNPS1/ROCK1/SERBP1/SSB/THRAP3/VIM/YBX1/YBX3/ZFP36L1/ZFP36L2",33
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","9/814","26/18903",7.85910392065266e-07,5.92508095583118e-05,4.4624843314522e-05,"CNOT7/CSDE1/DHX36/HNRNPU/PABPC1/PAIP1/YBX1/ZFP36L1/ZFP36L2",9
"GO:0044794","GO:0044794","positive regulation by host of viral process","8/814","20/18903",9.07276761211039e-07,6.7423624454569e-05,5.0780212108684e-05,"EEF1A1/HSPA8/IGF2R/NUCKS1/PAIP1/STOM/VAPA/ZDHHC20",8
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","15/814","78/18903",9.88707468609521e-07,7.14807506065195e-05,5.38358432500588e-05,"AKT1/ARL6IP1/BIRC3/CD44/CSNK2A1/DDX3X/DNAJB6/IFI6/KLF4/PAK2/PARK7/PRDX3/SFN/VEGFA/XIAP",15
"GO:0016197","GO:0016197","endosomal transport","29/814","247/18903",9.89352949571204e-07,7.14807506065195e-05,5.38358432500588e-05,"ARF6/CHMP1B/CHMP3/CHMP4C/CHMP5/CLTC/CMTM6/GCC2/LAPTM4B/LEPROT/PICALM/RAB10/RAB11A/RAB14/RAB7A/RAB8A/RAB9A/RHOBTB3/SNX1/SNX2/TBC1D23/TINAGL1/TMCC1/TMEM50A/TMEM87A/TMEM87B/VAMP3/VPS26A/VPS35",29
"GO:0022904","GO:0022904","respiratory electron transport chain","19/814","122/18903",1.13309837633399e-06,8.07449007354716e-05,6.08131529447025e-05,"COX5A/COX6A1/COX6C/COX7C/CYCS/GHITM/NDUFA4/NDUFA6/NDUFB2/NDUFB4/NDUFB5/NDUFS2/PARK7/PLEC/SDHC/SOD2/UQCRB/UQCRFS1/UQCRH",19
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","26/814","209/18903",1.19486099218994e-06,8.39954983969198e-05,6.32613458453905e-05,"ARID1A/CFLAR/DDX17/DDX5/DNAJA1/EIF4E/ERRFI1/HNRNPU/HSPA8/NCOA4/NR3C1/PARK7/PHB2/RBFOX2/RHOA/RWDD1/SSTR2/STRN3/TAF7/UBE2L3/URI1/USP8/YAP1/YWHAH/ZFP36L1/ZFP36L2",26
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","22/814","159/18903",1.31911819079585e-06,9.14940377136001e-05,6.89088828932231e-05,"ADD3/ARF6/ARFGEF1/ARHGAP18/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/BAIAP2L2/CAPZA2/CYFIP1/EPS8/GRB2/GSN/MTPN/NCK1/NCK2/PIK3CA/RHOA/TMOD3/VASP",22
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","17/814","101/18903",1.36378012376406e-06,9.21348597898785e-05,6.93915190792869e-05,"COX5A/COX6A1/COX6C/COX7C/CYCS/GHITM/NDUFA4/NDUFA6/NDUFB2/NDUFB4/NDUFB5/NDUFS2/PARK7/SDHC/UQCRB/UQCRFS1/UQCRH",17
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","17/814","101/18903",1.36378012376406e-06,9.21348597898785e-05,6.93915190792869e-05,"COX5A/COX6A1/COX6C/COX7C/CYCS/GHITM/NDUFA4/NDUFA6/NDUFB2/NDUFB4/NDUFB5/NDUFS2/PARK7/SDHC/UQCRB/UQCRFS1/UQCRH",17
"GO:0042326","GO:0042326","negative regulation of phosphorylation","38/814","381/18903",1.40900095668659e-06,9.39695253420983e-05,7.07733004154859e-05,"AKT1/CALM2/CALM3/CAV1/CDKN1B/DNAJA1/DUSP1/DYNLL1/ERRFI1/FBLN1/HEXIM1/HNRNPU/IRS2/JUN/LYN/NCK1/NCK2/NPM1/NR2F2/OCLN/PAK2/PARK7/PDCD4/PLEC/PPIA/PRDX3/PRKAR1A/PTEN/RB1/ROCK1/SFN/SMAD6/SOCS3/SPRED2/STAT3/TAF7/TMED2/WWTR1",38
"GO:0051222","GO:0051222","positive regulation of protein transport","32/814","294/18903",1.48891562655918e-06,9.80422669539346e-05,7.38406923657995e-05,"ADAM9/ANO1/ANP32B/ARF6/CD2AP/FLNA/GLUL/GOLPH3/HIF1A/HLA-DRB1/HSP90AA1/HSP90AB1/IRS2/LEPROT/LRRC8A/PPIA/PSMD9/RAN/SERP1/SFN/SH3GLB1/SRI/STOM/TM7SF3/TMED10/TOMM7/TRPM4/UBE2D3/UBE2L3/VPS35/YWHAE/ZFAND1",32
"GO:0033119","GO:0033119","negative regulation of RNA splicing","9/814","28/18903",1.60743986263509e-06,0.000104523777067847,7.87222522201026e-05,"HNRNPA2B1/HNRNPK/HNRNPL/NPM1/PTBP3/RNPS1/SAP18/SRSF10/TMBIM6",9
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","33/814","310/18903",1.68038246275416e-06,0.000107917895941323,8.12785383543986e-05,"ADAM9/ANO1/ANP32B/ARF6/CD2AP/FLNA/GLUL/GOLPH3/HIF1A/HLA-DRB1/HSP90AA1/HSP90AB1/IRS2/LEPROT/LRRC8A/PPIA/PSMD9/RAN/SERP1/SFN/SH3GLB1/SRI/STOM/TCP1/TM7SF3/TMED10/TOMM7/TRPM4/UBE2D3/UBE2L3/VPS35/YWHAE/ZFAND1",33
"GO:0031589","GO:0031589","cell-substrate adhesion","37/814","369/18903",1.70523556255595e-06,0.000108178480444098,8.14747979952919e-05,"ACTG1/ADAM9/ARPC2/AXL/CD44/CDC42/CTNNB1/DDR1/EMP2/FBLN1/FLNA/HSD17B12/ITGA11/ITGA6/ITGAV/ITGB1/ITGB4/ITGB6/LAMB3/LIMS1/MACF1/MDK/MSLN/NEDD9/OLFM4/PLEKHA2/PTEN/RAB1A/RAC1/RHOA/ROCK1/RSU1/SMAD6/ST6GAL1/TACSTD2/VAMP3/VEGFA",37
"GO:0030832","GO:0030832","regulation of actin filament length","22/814","162/18903",1.81450523352467e-06,0.000113723568973438,8.5651090414443e-05,"ADD3/ARF6/ARFGEF1/ARHGAP18/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/BAIAP2L2/CAPZA2/CYFIP1/EPS8/GRB2/GSN/MTPN/NCK1/NCK2/PIK3CA/RHOA/TMOD3/VASP",22
"GO:0071453","GO:0071453","cellular response to oxygen levels","23/814","175/18903",1.89197289307082e-06,0.000117167178449457,8.82446504763108e-05,"AKT1/ATP6V1A/ATP6V1G1/BNIP3L/CAV1/CCDC115/CDKN1B/CFLAR/FOS/FOXO1/GATA6/HIF1A/HP1BP3/HYOU1/NDUFS2/PGK1/PHB2/PTEN/RBPJ/TMBIM6/UBQLN1/VEGFA/ZFP36L1",23
"GO:0035966","GO:0035966","response to topologically incorrect protein","22/814","163/18903",2.01407139159044e-06,0.000123261169165335,9.28343494674875e-05,"ATF6B/CLU/CREBRF/DNAJA1/DNAJB9/EIF2AK2/HERPUD1/HSP90AA1/HSP90AB1/HSPA5/HSPA8/HSPE1/NCK1/NCK2/SELENOS/SERP1/TM7SF3/TMBIM6/TMED2/TRAM1/UBXN4/XBP1",22
"GO:0019646","GO:0019646","aerobic electron transport chain","16/814","93/18903",2.05791193627915e-06,0.000123558178029525,9.30580421752552e-05,"COX5A/COX6A1/COX6C/COX7C/CYCS/NDUFA4/NDUFA6/NDUFB2/NDUFB4/NDUFB5/NDUFS2/PARK7/SDHC/UQCRB/UQCRFS1/UQCRH",16
"GO:0051098","GO:0051098","regulation of binding","37/814","372/18903",2.06642858296207e-06,0.000123558178029525,9.30580421752552e-05,"AKT1/ATP2A2/B2M/CALM2/CALM3/CAV1/CCPG1/CDC42/CSNK1A1/CTNNB1/DAZAP2/DTX3L/EIF4A3/FOXC1/HES1/HMGB1/HNRNPL/HSP90AB1/IFI16/JUN/KLF4/LRPAP1/MAPRE1/NFKBIA/NUCKS1/PARK7/PARP9/RAN/RARA/RB1/ROCK1/RSF1/SP100/SRI/SUMO4/TMBIM6/TXN",37
"GO:0072594","GO:0072594","establishment of protein localization to organelle","42/814","449/18903",2.12865805361509e-06,0.000125832718123928,9.4771115736308e-05,"AKT1/BNIP3L/CALM3/CLU/DNAJA1/FLNA/GCC2/HERPUD1/HSP90AA1/HSP90AB1/HSPA5/HSPA8/KPNA4/KPNB1/LAMP2/LEPROT/LMAN1/NCOA4/NFKBIA/PHB2/PTTG1IP/RAB10/RAB11A/RAB3GAP2/RAB7A/RAN/SEC61B/SEC62/SH3GLB1/SPCS1/SPCS2/SRP14/SRP72/STAT3/TCP1/TOMM20/TOMM7/TRAM1/TXNIP/UBE2D3/UBE2L3/ZFAND6",42
"GO:0006979","GO:0006979","response to oxidative stress","41/814","434/18903",2.1937810897906e-06,0.000125864672631037,9.47951823251625e-05,"ADAM9/AKT1/APEX1/AREG/ARL6IP5/ATP2A2/AXL/CAT/CTNNB1/FOS/FOXO1/HIF1A/JUN/MAPK1/MGST1/NAPRT/NDUFA6/NDUFB4/NDUFS2/NET1/PARK7/PDLIM1/PPIA/PRDX3/PRDX6/PYROXD1/RHOB/RWDD1/SDC1/SELENOK/SELENOS/SLC25A24/SOD2/SOD3/STAT1/STAU1/STK24/SUMO4/TXN/TXNIP/UBQLN1",41
"GO:0072659","GO:0072659","protein localization to plasma membrane","31/814","285/18903",2.19511816071674e-06,0.000125864672631037,9.47951823251625e-05,"AKT1/ARF6/ARL6IP5/ATP1B1/CLTC/EMP2/FLNA/FYB1/GOLGA4/GOLPH3/GORASP2/ITGB1/KIF5B/KRT18/LYPLA1/MACF1/MYL12A/PICALM/PRKCI/RAB10/RAB11A/RAB7A/RAB8A/RAP1A/ROCK1/TMED2/TMEM59/TSPAN15/VAMP3/VPS35/ZDHHC7",31
"GO:1901653","GO:1901653","cellular response to peptide","37/814","373/18903",2.2017849306852e-06,0.000125864672631037,9.47951823251625e-05,"AHCYL1/AKT1/ANO1/AP3S1/APEX1/CAV1/CFLAR/CHMP5/CYFIP1/ERRFI1/FOS/FOXO1/GRB2/IRS2/JAK1/LEPROT/LYN/NCK1/NCL/NUCKS1/PIK3CA/PRKCI/RAB10/RAB8A/RB1/ROCK1/SELENOS/SLC39A14/SOCS3/SRSF5/STAT1/STAT3/SYAP1/VIM/XBP1/ZDHHC7/ZFP36L1",37
"GO:0006900","GO:0006900","vesicle budding from membrane","15/814","83/18903",2.2536141639011e-06,0.000127427183484929,9.59719899089232e-05,"AP3S1/ARFGAP3/CHMP4C/CHMP5/FNBP1L/GOLPH3/PDCD6/PICALM/PRKCI/RAB1A/RAB7A/TFG/TMED10/TMED2/VAPA",15
"GO:0030032","GO:0030032","lamellipodium assembly","14/814","73/18903",2.34255810676631e-06,0.000131032121197832,9.86870545940489e-05,"ACTR2/ACTR3/ARPC2/CDC42/CYFIP1/GOLPH3/HSP90AA1/ITGB1/NCK1/NCK2/OCLN/PIK3CA/RAC1/WASF2",14
"GO:0070934","GO:0070934","CRD-mediated mRNA stabilization","6/814","11/18903",2.40199908612642e-06,0.000132927651553507,0.000100114676355684,"CSDE1/HNRNPU/IGF2BP2/PABPC1/PAIP1/YBX1",6
"GO:0031960","GO:0031960","response to corticosteroid","22/814","165/18903",2.47445208982401e-06,0.000135495787065942,0.000102048871781994,"ADAM9/ANXA3/AREG/CALM3/CFLAR/EIF4E/ERRFI1/FOS/HNRNPU/IGFBP7/IL1RN/MDK/NR3C1/PAM/PIK3CA/RHOA/SDC1/SSTR2/UBE2L3/USP8/ZFP36L1/ZFP36L2",22
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","10/814","37/18903",2.50654912526325e-06,0.000135823630725202,0.000102295787765678,"ACTR2/ACTR3/ARPC2/CDC42/CYFIP1/HSP90AA1/OCLN/PIK3CA/RAC1/WASF2",10
"GO:0042176","GO:0042176","regulation of protein catabolic process","36/814","361/18903",2.66753742380234e-06,0.00014305700699608,0.00010774361683551,"ADAM9/AKT1/ATRAID/CAV1/CDKN1B/CLU/CSNK1A1/CSNK2A1/EEF1A1/EIF3H/FLNA/FOXO1/HERPUD1/HSP90AA1/HSP90AB1/LAPTM4B/MSN/ODC1/PARK7/PSMC6/PSMD1/PSME1/RAB7A/RBX1/RNF128/ROCK1/SDCBP/SNX1/SOX9/SUMO2/TAF9/UBB/UBQLN1/USP8/VPS35/WAC",36
"GO:0048524","GO:0048524","positive regulation of viral process","13/814","64/18903",2.72897788577785e-06,0.000143917117720668,0.000108391410622701,"AXL/CNOT7/DDX3X/HLA-DRB1/HMGB1/LARP1/PABPC1/PKN2/PPIA/RAB7A/RSF1/STAU1/STOM",13
"GO:0007009","GO:0007009","plasma membrane organization","22/814","166/18903",2.73890708464939e-06,0.000143917117720668,0.000108391410622701,"AKT1/ATP2A2/BAIAP2L2/CAV1/CD9/CHMP1B/CHMP3/CHMP4C/CHMP5/CLU/EMP2/FNBP1L/GSN/MYRF/PACSIN2/PLEC/PLSCR1/PTEN/SERP1/SH3GLB1/UGCG/VMP1",22
"GO:0048863","GO:0048863","stem cell differentiation","28/814","248/18903",3.28222975344091e-06,0.000170741591773996,0.000128594306761127,"CDC42/CDK12/CTNNB1/DHX36/EIF2AK2/EPCAM/FOXC1/GATA6/HES1/HIF1A/HNRNPU/ITGB1/LTBP3/MAPK1/N4BP2L2/NUDT21/OCIAD1/PDCD6/PUM1/RBBP4/RBPJ/SEMA3C/SOX9/STAT3/TACSTD2/XRCC5/YAP1/ZFP36L2",28
"GO:0010952","GO:0010952","positive regulation of peptidase activity","24/814","194/18903",3.36476363954152e-06,0.000173301984682129,0.00013052267083245,"ANP32B/ARL6IP5/ASPH/BEX3/CAV1/CFLAR/CLPX/CYCS/DAP/DDX3X/FBLN1/GSN/HMGB1/HSPE1/IFI16/LYN/NCSTN/NLRP2/PDCD6/PERP/PICALM/PSME1/RHOA/STAT3",24
"GO:0034504","GO:0034504","protein localization to nucleus","32/814","306/18903",3.51833996831274e-06,0.00017943533838395,0.000135142016120331,"AKT1/ARL2BP/CD2AP/DNAJB6/DTX3L/FLNA/GLUL/HNRNPU/HSP90AA1/HSP90AB1/KPNA4/KPNB1/NFKBIA/NPM1/ORMDL3/PARK7/PARP9/PHB2/PTTG1IP/RAN/SKP1/SOX9/SP100/STAT3/SUMO4/TCP1/TRIM29/TXN/TXNIP/WWTR1/YAP1/YWHAE",32
"GO:0032869","GO:0032869","cellular response to insulin stimulus","25/814","208/18903",3.57892458311934e-06,0.000180753064867833,0.000136134463958816,"AKT1/AP3S1/CFLAR/CYFIP1/ERRFI1/FOXO1/GRB2/IRS2/NCK1/NCL/NUCKS1/PIK3CA/PRKCI/RAB10/RAB8A/RB1/SELENOS/SLC39A14/SOCS3/SRSF5/STAT1/SYAP1/XBP1/ZDHHC7/ZFP36L1",25
"GO:0060711","GO:0060711","labyrinthine layer development","11/814","47/18903",3.7090302933984e-06,0.000185522842175562,0.000139726829473976,"AKT1/DNAJB6/GRB2/HES1/JUNB/MAPK1/RBPJ/SOCS3/SPINT2/TMED2/ZFP36L1",11
"GO:0030041","GO:0030041","actin filament polymerization","22/814","170/18903",4.07440985304799e-06,0.00019899979930316,0.000149877021592173,"ADD3/ARF6/ARFGEF1/ARHGAP18/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/BAIAP2L2/CAPZA2/CYFIP1/EPS8/GRB2/GSN/MTPN/NCK1/NCK2/RAC1/RHOA/TMOD3/VASP",22
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","22/814","170/18903",4.07440985304799e-06,0.00019899979930316,0.000149877021592173,"CLU/CNBP/CSDE1/DDX3X/DHX36/EIF4A3/HNRNPL/HNRNPU/IFNGR1/LARP1/NCK1/NCK2/NPM1/PABPC1/PAIP1/PICALM/RHOA/SERP1/SH3BGRL/VIM/YBX1/YBX3",22
"GO:0007219","GO:0007219","Notch signaling pathway","23/814","183/18903",4.09322924364439e-06,0.00019899979930316,0.000149877021592173,"ADAM10/AKT1/ANXA4/CD46/CDKN1B/DTX3L/FOXC1/HES1/IL6ST/KRT19/NCSTN/NFKBIA/PERP/PRKCI/RBPJ/SORBS2/SOX9/STAT3/SYNJ2BP/TGFBR2/TRAF7/TSPAN15/YAP1",23
"GO:0001892","GO:0001892","embryonic placenta development","15/814","87/18903",4.15397518297938e-06,0.000200068205874973,0.000150681693734525,"AKT1/CEBPB/DNAJB6/GRB2/HES1/HIF1A/JUNB/KRT19/MAPK1/NR2F2/RBPJ/SOCS3/SPINT2/TMED2/ZFP36L1",15
"GO:0051101","GO:0051101","regulation of DNA binding","18/814","121/18903",4.22740447556108e-06,0.000200068205874973,0.000150681693734525,"CALM2/CALM3/CTNNB1/DAZAP2/FOXC1/HES1/HMGB1/IFI16/JUN/KLF4/NFKBIA/PARK7/RB1/RSF1/SP100/SRI/SUMO4/TXN",18
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","10/814","39/18903",4.230584899317e-06,0.000200068205874973,0.000150681693734525,"ATF6B/CEBPB/HIF1A/HSPA5/JUN/NCK1/NCK2/RBPJ/TMBIM6/VEGFA",10
"GO:0043388","GO:0043388","positive regulation of DNA binding","12/814","57/18903",4.43931549023602e-06,0.000208047920542412,0.000156691628778174,"CALM2/CALM3/CTNNB1/DAZAP2/FOXC1/HES1/HMGB1/KLF4/PARK7/RB1/SUMO4/TXN",12
"GO:0016482","GO:0016482","cytosolic transport","22/814","171/18903",4.48988195037948e-06,0.000208538981302447,0.000157061471986019,"ACTR2/CHMP3/CLTC/EMP2/FLNA/GCC2/KIF5B/MAPK1/MSN/RAB14/RAB7A/RAB9A/RHOBTB3/SNX1/SNX2/SRSF10/TBC1D23/TMEM87A/TMEM87B/VAMP3/VPS26A/VPS35",22
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","37/814","386/18903",4.89367229250785e-06,0.000225282152793149,0.000169671618749085,"ACTG1/AKAP13/CDS1/CETN2/CFLAR/CHMP1B/CHMP3/CHMP4C/CHMP5/CNOT7/CSDE1/DAZAP2/DDX3X/FLNA/G3BP1/GSN/HNRNPU/ITGB1/KPNB1/KRT19/LSM14A/LSM3/MAPRE1/MSN/NPM1/PLEC/PRKAR1A/PRRC2C/RAB11A/RHOA/RPL10L/SBDS/TIA1/TMOD3/TRAF7/XRCC5/ZNF207",37
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","17/814","111/18903",5.19663617798574e-06,0.000237130714016507,0.000178595381850996,"ARPC2/AXL/CDC42/FBLN1/FLNA/ITGAV/LAMB3/LIMS1/MDK/NEDD9/OLFM4/RAB1A/RAC1/RHOA/ST6GAL1/TACSTD2/VAMP3",17
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","14/814","78/18903",5.3125438112234e-06,0.000240311764399862,0.000180991195106394,"BTF3/HERPUD1/HSPA5/RAB10/RAB3GAP2/RTN4/SEC61B/SEC62/SPCS1/SPCS2/SRP14/SRP72/TRAM1/VAPA",14
"GO:0019080","GO:0019080","viral gene expression","16/814","100/18903",5.49020740593004e-06,0.000246207404531449,0.000185431506033318,"CANX/CSDE1/CSNK1A1/EIF3A/GALNT1/HEXIM1/JUN/MGAT4A/NUCKS1/PARP9/PCBP2/RSF1/SPCS1/SSB/ST6GAL1/TRIM14",16
"GO:0048193","GO:0048193","Golgi vesicle transport","31/814","298/18903",5.54847165342935e-06,0.000246693585821705,0.000185797674260585,"AP3S1/ARCN1/ARF3/ARF4/ARFGAP3/COPA/COPB1/GCC2/GOLGA4/GOLGA5/GOLPH3/HYOU1/KRT18/LMAN1/LYPLA1/MACF1/PDCD6/PITPNB/PRKCI/RAB10/RAB14/RAB1A/RAB8A/SNX1/SNX2/TFG/TMED10/TMED2/VAMP3/VAPA/YIPF5",31
"GO:0045785","GO:0045785","positive regulation of cell adhesion","43/814","484/18903",6.049104807966e-06,0.000266673247551179,0.00020084538889607,"ADAM9/AKT1/ARID1A/ARPC2/B2M/CAV1/CD24/CD44/CD46/CD47/CDC42/EMP2/FLNA/HES1/HLA-DRA/HLA-DRB1/HLA-DRB5/HMGB1/HSD17B12/IL6ST/ITGAV/JAK1/LIMS1/LYN/MDK/NCK1/NCK2/NEDD9/OLFM4/PIK3CA/PLEKHA2/RAC1/RARA/RHOA/ROCK1/RSU1/SELENOK/TGFBR2/TGM2/TJP1/VEGFA/XBP1/YES1",43
