"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900117","GO:1900117","regulation of execution phase of apoptosis","6/422","29/18903",3.67056668296974e-05,0.00202198377029765,0.00153405360005597,"MTRNR2L1/MTRNR2L10/MTRNR2L12/MTRNR2L3/MTRNR2L8/PAK2",6
"GO:0052548","GO:0052548","regulation of endopeptidase activity","24/422","428/18903",3.72144201324676e-05,0.00202500905647647,0.00153634884654706,"ARL6IP1/ASPH/BEX3/CSNK2A1/GSN/HMGB1/IFI16/IFI6/KLF4/NDUFA13/NLRP2/PAK2/PARK7/PDCD6/PERP/PICALM/PSME1/RARRES1/RHOA/ROCK1/SERPINB1/SFN/STAT3/XIAP",24
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","11/422","111/18903",3.85264653324563e-05,0.0020338173830503,0.00154303161289244,"ARPC2/AXL/CDC42/FBLN1/ITGAV/LAMB3/LIMS1/P4HB/RAC1/RHOA/ST6GAL1",11
"GO:0090307","GO:0090307","mitotic spindle assembly","9/422","74/18903",3.87437197577936e-05,0.0020338173830503,0.00154303161289244,"CHMP1B/CHMP3/CHMP5/HNRNPU/KPNB1/LSM14A/RAB11A/RHOA/ZNF207",9
"GO:2000756","GO:2000756","regulation of peptidyl-lysine acetylation","9/422","74/18903",3.87437197577936e-05,0.0020338173830503,0.00154303161289244,"DDX21/EID1/GLYR1/KMT2E/MUC1/PARK7/SET/SETD5/SF3B1",9
"GO:0045765","GO:0045765","regulation of angiogenesis","21/422","349/18903",4.14891151953929e-05,0.00215260967444004,0.0016331578270304,"ADAMTS1/BTG1/CTNNB1/DCN/EMP2/GATA6/GLUL/GTF2I/ITGB1/JAK1/KLF4/MTDH/PDCD6/RHOB/ROCK1/RUNX1/SP100/STAT1/STAT3/TGFBR2/TJP1",21
"GO:0007052","GO:0007052","mitotic spindle organization","12/422","133/18903",4.40939104105246e-05,0.00224112346191404,0.0017003121218985,"CHMP1B/CHMP3/CHMP5/HNRNPU/KPNB1/LSM14A/NUDC/NUP62/RAB11A/RHOA/SBDS/ZNF207",12
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","19/422","298/18903",4.4199655905073e-05,0.00224112346191404,0.0017003121218985,"CD24/CD74/CEBPB/HERPUD1/HINT1/HNRNPK/IFI16/IFI6/MUC1/NDUFA13/P4HB/PARK7/PERP/PPIA/SELENOK/SFN/SKIL/TMBIM6/YBX3",19
"GO:0048863","GO:0048863","stem cell differentiation","17/422","248/18903",4.52048817764517e-05,0.0022663391290621,0.00171944293072819,"CDC42/CTNNB1/EIF2AK2/GATA6/HES1/HNRNPU/ITGB1/MAPK1/PDCD6/PEF1/PUM1/RBBP4/SEMA3C/STAT3/XRCC5/YAP1/ZFP36L2",17
"GO:0030099","GO:0030099","myeloid cell differentiation","23/422","407/18903",4.78922241646609e-05,0.00237439004691908,0.00180141980015847,"CD74/CDC42/CEBPB/CTNNB1/FAM20C/FOS/HLA-DRB1/IFI16/JUN/JUNB/KMT2E/MT1G/NFKBIA/PABPC4/PTBP3/RUNX1/SH3PXD2A/SLC25A5/STAT1/STAT3/TGFBR2/WASF2/ZFP36L1",23
"GO:0042326","GO:0042326","negative regulation of phosphorylation","22/422","381/18903",5.07289408866207e-05,0.00248739048611101,0.00188715180903843,"APOE/CALM2/CALM3/DUSP1/DYNLL1/FBLN1/GSTP1/HEXIM1/HNRNPU/JUN/NPM1/NUP62/PAK2/PARK7/PPIA/PRKAR1A/PTEN/ROCK1/SFN/SOCS3/STAT3/TMED2",22
"GO:0007059","GO:0007059","chromosome segregation","22/422","382/18903",5.27403862432842e-05,0.00254592023285948,0.00193155759014746,"ACTR3/ARID1A/ATRX/CDC42/CHMP1B/CHMP3/CHMP5/CSNK2A1/CTNNB1/DUSP1/HNRNPU/KPNB1/NR3C1/NUDC/NUP62/PHB2/PLSCR1/PUM1/RAB11A/SLC25A5/UBE2B/ZNF207",22
"GO:1901342","GO:1901342","regulation of vasculature development","21/422","355/18903",5.30637789457489e-05,0.00254592023285948,0.00193155759014746,"ADAMTS1/BTG1/CTNNB1/DCN/EMP2/GATA6/GLUL/GTF2I/ITGB1/JAK1/KLF4/MTDH/PDCD6/RHOB/ROCK1/RUNX1/SP100/STAT1/STAT3/TGFBR2/TJP1",21
"GO:0046700","GO:0046700","heterocycle catabolic process","25/422","468/18903",5.67102920606729e-05,0.00269192896994386,0.00204233257857922,"CELF1/CNP/CSDE1/GSPT1/HINT1/HNRNPA0/HNRNPC/HNRNPU/IGF2BP2/LARP1/LSM4/NPM1/PABPC1/PABPC4/PUM1/RBM8A/ROCK1/SERBP1/SSB/THRAP3/VIM/YBX1/YBX3/ZFP36L1/ZFP36L2",25
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","15/422","205/18903",6.02530858546582e-05,0.00282999230614195,0.00214707949150782,"ARL6IP1/BEX3/CSNK2A1/GSN/HMGB1/IFI6/KLF4/NDUFA13/NLRP2/PAK2/PARK7/PDCD6/RHOA/SFN/XIAP",15
"GO:0009895","GO:0009895","negative regulation of catabolic process","20/422","332/18903",6.20054697685102e-05,0.00288196256361555,0.00218650867078431,"CSDE1/CSNK2A1/EIF3H/EIF4G2/HNRNPA0/HNRNPC/HNRNPU/HSP90AB1/IGF2BP2/LAPTM4B/LARP1/PABPC1/PARK7/ROCK1/STAT3/THRAP3/VPS35/WAC/YBX1/YBX3",20
"GO:0044794","GO:0044794","positive regulation by host of viral process","5/422","20/18903",6.36468808109731e-05,0.00292775651730476,0.00222125196622995,"APOE/HSPA8/IGF2R/NUCKS1/ZDHHC20",5
"GO:0007040","GO:0007040","lysosome organization","10/422","98/18903",6.72664475472912e-05,0.00300320926574,0.00227849701540962,"ATP10B/ATP6V1A/ATP6V1F/CCDC115/CHMP1B/CHMP3/CHMP5/LAPTM4B/RAB7A/VPS35",10
"GO:0080171","GO:0080171","lytic vacuole organization","10/422","98/18903",6.72664475472912e-05,0.00300320926574,0.00227849701540962,"ATP10B/ATP6V1A/ATP6V1F/CCDC115/CHMP1B/CHMP3/CHMP5/LAPTM4B/RAB7A/VPS35",10
"GO:0071346","GO:0071346","cellular response to interferon-gamma","11/422","118/18903",6.77673563578133e-05,0.00300320926574,0.00227849701540962,"ACTR3/CD47/CDC42/GSN/IFNGR1/JAK1/KIF5B/PARP9/SP100/STAT1/VIM",11
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","8/422","62/18903",6.7979411886988e-05,0.00300320926574,0.00227849701540962,"CELF1/DDX17/HNRNPU/RBFOX2/RBM8A/SAP18/SRSF2/THRAP3",8
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","25/422","474/18903",6.95469693358777e-05,0.0030423389919283,0.0023081842454508,"CELF1/CNP/CSDE1/GSPT1/HINT1/HNRNPA0/HNRNPC/HNRNPU/IGF2BP2/LARP1/LSM4/NPM1/PABPC1/PABPC4/PUM1/RBM8A/ROCK1/SERBP1/SSB/THRAP3/VIM/YBX1/YBX3/ZFP36L1/ZFP36L2",25
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","12/422","140/18903",7.28343053752328e-05,0.00315521039402222,0.00239381835551097,"CELF1/CSDE1/HNRNPU/HSPA8/PABPC1/PRDX6/PUM1/ROCK1/THRAP3/YBX1/ZFP36L1/ZFP36L2",12
"GO:0060711","GO:0060711","labyrinthine layer development","7/422","47/18903",7.64873189090575e-05,0.00328160016319437,0.00248970868027863,"GRB2/HES1/JUNB/MAPK1/SOCS3/TMED2/ZFP36L1",7
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","13/422","163/18903",7.75705421406056e-05,0.00329637865744174,0.00250092093758584,"CHMP1B/CHMP3/CHMP5/HNRNPU/ITGB1/KPNB1/LSM14A/NUDC/NUP62/RAB11A/RHOA/SBDS/ZNF207",13
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","9/422","81/18903",7.97140464384769e-05,0.00333257555452233,0.0025283830671504,"CELF1/DDX17/HNRNPU/RBFOX2/RBM8A/SAP18/SRSF2/STRAP/THRAP3",9
"GO:0019080","GO:0019080","viral gene expression","10/422","100/18903",7.99160879278103e-05,0.00333257555452233,0.0025283830671504,"CSDE1/EIF3A/GALNT1/HEXIM1/JUN/NUCKS1/PARP9/RSF1/SSB/ST6GAL1",10
"GO:0000910","GO:0000910","cytokinesis","14/422","187/18903",8.25238308381091e-05,0.00340945678888558,0.00258671189059804,"ACTR3/ARF1/CALM2/CALM3/CDC42/CHMP1B/CHMP3/CHMP5/NUP62/RAB11A/RHOA/RHOB/ROCK1/SH3GLB1",14
"GO:0051384","GO:0051384","response to glucocorticoid","12/422","142/18903",8.35514716154141e-05,0.00342024464539429,0.00259489650135366,"ADAM9/AREG/CALM3/FOS/HNRNPU/IGFBP7/NR3C1/PAM/RHOA/SDC1/ZFP36L1/ZFP36L2",12
"GO:0051303","GO:0051303","establishment of chromosome localization","9/422","82/18903",8.78030721013215e-05,0.00356161188832815,0.00270215004667799,"CHMP1B/CHMP3/CHMP5/HNRNPU/KPNB1/NUDC/NUP62/RAB11A/UBE2B",9
"GO:0045727","GO:0045727","positive regulation of translation","12/422","143/18903",8.94010020579819e-05,0.00359375919984428,0.00272653980671854,"CSDE1/EEF2/HNRNPU/KRT17/LARP1/NPM1/PABPC1/RHOA/SERP1/VIM/YBX1/YBX3",12
"GO:0031589","GO:0031589","cell-substrate adhesion","21/422","369/18903",9.19629765437185e-05,0.00365685233370709,0.00277440777211116,"ADAM9/ARPC2/AXL/CDC42/CTNNB1/EMP2/FBLN1/ITGA6/ITGAV/ITGB1/ITGB4/LAMB3/LIMS1/MSLN/P4HB/PLEKHA2/PTEN/RAC1/RHOA/ROCK1/ST6GAL1",21
"GO:0002064","GO:0002064","epithelial cell development","15/422","213/18903",9.28894638888498e-05,0.00365685233370709,0.00277440777211116,"ATRX/CCDC88C/EZR/IL6ST/IQGAP1/PECAM1/RAB25/RHEB/ROCK1/SDC1/SFN/TJP1/TJP2/VIM/YAP1",15
"GO:0007009","GO:0007009","plasma membrane organization","13/422","166/18903",9.34292169526239e-05,0.00365685233370709,0.00277440777211116,"ATP2A2/BAIAP2L2/CD9/CHMP1B/CHMP3/CHMP5/EMP2/GSN/PACSIN2/PLSCR1/PTEN/SERP1/SH3GLB1",13
"GO:0051098","GO:0051098","regulation of binding","21/422","372/18903",0.000103027151728482,0.00397608647939964,0.0030166066946022,"APOE/ATP2A2/CALM2/CALM3/CCPG1/CDC42/CTNNB1/HES1/HMGB1/HSP90AB1/IFI16/JUN/KLF4/NFKBIA/NUCKS1/PARK7/PARP9/ROCK1/RSF1/SP100/TMBIM6",21
"GO:0071635","GO:0071635","negative regulation of transforming growth factor beta production","4/422","12/18903",0.000105149754497794,0.00397608647939964,0.0030166066946022,"CD24/GATA6/HSP90AB1/LAPTM4B",4
"GO:0072182","GO:0072182","regulation of nephron tubule epithelial cell differentiation","4/422","12/18903",0.000105149754497794,0.00397608647939964,0.0030166066946022,"CD24/CTNNB1/STAT1/YAP1",4
"GO:1900152","GO:1900152","negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","4/422","12/18903",0.000105149754497794,0.00397608647939964,0.0030166066946022,"CSDE1/HNRNPU/PABPC1/YBX1",4
"GO:0072089","GO:0072089","stem cell proliferation","11/422","124/18903",0.000106305997231227,0.00398602823231712,0.00302414937722802,"CTNNB1/EIF2AK2/FBLN1/HNRNPU/NFIB/RUNX1/SFN/TGFBR2/XRCC5/YAP1/ZFP36L1",11
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","17/422","266/18903",0.000107333886934457,0.00399103169584624,0.00302794544194048,"AHR/ARID1A/DDX17/DDX60/LSM14A/NCOR2/NFKBIA/NR3C1/PARK7/PHB2/PUM1/RBFOX2/RHOA/RWDD1/STAT3/XIAP/YAP1",17
"GO:0019439","GO:0019439","aromatic compound catabolic process","25/422","489/18903",0.000113744080286999,0.00417930261782587,0.00317078421735072,"CELF1/CNP/CSDE1/GSPT1/HINT1/HNRNPA0/HNRNPC/HNRNPU/IGF2BP2/LARP1/LSM4/NPM1/PABPC1/PABPC4/PUM1/RBM8A/ROCK1/SERBP1/SSB/THRAP3/VIM/YBX1/YBX3/ZFP36L1/ZFP36L2",25
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","11/422","125/18903",0.000114270488430021,0.00417930261782587,0.00317078421735072,"CSDE1/GSPT1/HNRNPU/LSM4/PABPC1/RBM8A/SSB/THRAP3/YBX1/ZFP36L1/ZFP36L2",11
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","15/422","218/18903",0.000120346967657132,0.00436575747712295,0.00331224516889462,"CD74/CDC42/CEBPB/CTNNB1/FAM20C/FOS/HLA-DRB1/IFI16/JUN/JUNB/MT1G/RUNX1/SH3PXD2A/TGFBR2/ZFP36L1",15
"GO:0006979","GO:0006979","response to oxidative stress","23/422","434/18903",0.00012576875311842,0.004525646583987,0.00343355101892052,"ADAM9/APOE/AREG/ATP2A2/AXL/CTNNB1/FOS/GSTP1/JUN/MAPK1/MGST1/NAPRT/P4HB/PARK7/PDLIM1/PPIA/PRDX6/RHOB/RWDD1/SDC1/SELENOK/SOD3/STAT1",23
"GO:0007051","GO:0007051","spindle organization","14/422","195/18903",0.000128962631997818,0.00460345011179411,0.0034925795747788,"ATRX/CHMP1B/CHMP3/CHMP5/EZR/HNRNPU/KPNB1/LSM14A/NUDC/NUP62/RAB11A/RHOA/SBDS/ZNF207",14
"GO:0030224","GO:0030224","monocyte differentiation","6/422","36/18903",0.000131892728717376,0.00467067742489629,0.00354358408985031,"CD74/HLA-DRB1/IFI16/JUN/MT1G/ZFP36L1",6
"GO:0051656","GO:0051656","establishment of organelle localization","23/422","437/18903",0.000139174446529734,0.00485711155487894,0.00368502931432463,"CDC42/CHMP1B/CHMP3/CHMP5/CTNNB1/EZR/HNRNPU/ITGB1/KIF5B/KPNB1/NPM1/NUDC/NUP62/PDCD6/PEF1/PICALM/RAB11A/RAB7A/SDC1/TBC1D23/TFG/TMED2/UBE2B",23
"GO:0001892","GO:0001892","embryonic placenta development","9/422","87/18903",0.000139334441735658,0.00485711155487894,0.00368502931432463,"CEBPB/GRB2/HES1/JUNB/KRT19/MAPK1/SOCS3/TMED2/ZFP36L1",9
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","22/422","410/18903",0.000147320985630747,0.00509570727042166,0.00386604887628301,"ADD3/APOE/ARF6/ARPC1B/ARPC2/BAIAP2L2/CAPZA2/CDC42/CLDN7/EIF2AK2/ELN/GRB2/GSN/HES1/HMGB1/HSPA8/PARK7/RAC1/RHOA/SH3GLB1/VASP/VPS35",22
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","13/422","174/18903",0.000150116725660994,0.00515246792230273,0.00390911246741503,"ASPH/BEX3/GSN/HMGB1/IFI16/NDUFA13/NLRP2/PDCD6/PERP/PICALM/PSME1/RHOA/STAT3",13
"GO:1901983","GO:1901983","regulation of protein acetylation","9/422","88/18903",0.000152197989921788,0.00518402619107647,0.00393305532815162,"DDX21/EID1/GLYR1/KMT2E/MUC1/PARK7/SET/SETD5/SF3B1",9
"GO:0071276","GO:0071276","cellular response to cadmium ion","6/422","37/18903",0.000154483574405577,0.00522201294695215,0.0039618754010234,"FOS/JUN/MAPK1/MT1G/MT1X/MT2A",6
"GO:1903902","GO:1903902","positive regulation of viral life cycle","5/422","24/18903",0.000162104238623403,0.0054384143814859,0.0041260564417322,"AXL/CD74/HLA-DRB1/HMGB1/P4HB",5
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","7/422","53/18903",0.000167103279324125,0.00553070969052695,0.00419607972934834,"CD74/GSN/HLA-DRB1/HMGB1/IFITM1/ITGAV/P4HB",7
"GO:0009636","GO:0009636","response to toxic substance","16/422","250/18903",0.00016733433622168,0.00553070969052695,0.00419607972934834,"AHR/APOE/CNP/FOS/GATA6/GSTP1/MGST1/MGST2/MT1G/MT1X/MT2A/PARK7/PRDX6/SDC1/SELENOF/SOD3",16
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","22/422","414/18903",0.000169051188111071,0.00554637059817353,0.00420796146257899,"ARID1A/CD24/CD47/CD74/CEBPB/EZR/HES1/HLA-DRA/HLA-DRB1/HLA-DRB5/HMGB1/IL6ST/ITGB1/KLF4/PECAM1/PRKAR1A/PTEN/RHOA/ROCK1/RUNX1/SELENOK/TGFBR2",22
"GO:0071559","GO:0071559","response to transforming growth factor beta","17/422","277/18903",0.000174689186703153,0.00568951205160195,0.00431656107904217,"ADAM9/FNTA/FOS/HSP90AB1/HTRA1/JUN/LIMS1/NR3C1/PAK2/RBBP4/ROCK1/SKIL/STAT3/STRAP/TGFBR2/ZFP36L1/ZFP36L2",17
"GO:0051310","GO:0051310","metaphase plate congression","8/422","71/18903",0.000179626155098167,0.00580791234817406,0.00440638989165297,"CHMP1B/CHMP3/CHMP5/HNRNPU/KPNB1/NUDC/NUP62/RAB11A",8
"GO:0010038","GO:0010038","response to metal ion","20/422","360/18903",0.000185378620063572,0.00595078706995436,0.0045147871421768,"ADAM9/AHCYL1/CALM2/CALM3/CYBRD1/FOS/IQGAP1/JUN/JUNB/MAPK1/MT1G/MT1X/MT2A/PAM/PARK7/PDCD6/PEF1/PLSCR1/SDC1/SOD3",20
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","20/422","361/18903",0.000192295894811245,0.0060867903954461,0.00461797115094828,"AHR/APOE/DDX60/GATA6/HEXIM1/HLA-DRB1/HMGB1/HTRA1/IFI16/LSM14A/PAK2/PARP9/PLSCR1/PPM1B/PUM1/SELENOK/STAT1/TTLL12/XIAP/XRCC5",20
"GO:0034504","GO:0034504","protein localization to nucleus","18/422","306/18903",0.000192343667807687,0.0060867903954461,0.00461797115094828,"GLUL/HNRNPU/HSP90AB1/KPNA4/KPNB1/NFKBIA/NPM1/NUP62/ORMDL3/PARK7/PARP9/PHB2/RRP7A/SP100/STAT3/TRIM29/YAP1/YWHAE",18
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","9/422","91/18903",0.000196874607275256,0.00618629927931121,0.00469346728685859,"ARL6IP1/CSNK2A1/IFI16/IFI6/KLF4/PAK2/PARK7/SFN/XIAP",9
"GO:0032469","GO:0032469","endoplasmic reticulum calcium ion homeostasis","5/422","25/18903",0.00019894036091843,0.00620749573718906,0.00470954877227583,"ATP2A2/HERPUD1/SELENOK/TGM2/TMBIM6",5
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","4/422","14/18903",0.000205223072623952,0.00627195445238407,0.00475845278701248,"CD74/HLA-DRB1/HMGB1/P4HB",4
"GO:0072160","GO:0072160","nephron tubule epithelial cell differentiation","4/422","14/18903",0.000205223072623952,0.00627195445238407,0.00475845278701248,"CD24/CTNNB1/STAT1/YAP1",4
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","4/422","14/18903",0.000205223072623952,0.00627195445238407,0.00475845278701248,"CD74/HLA-DRB1/HMGB1/P4HB",4
"GO:0031032","GO:0031032","actomyosin structure organization","14/422","204/18903",0.00020681177538966,0.00627751116863036,0.00476266859758787,"ARAP1/CD47/CDC42/ELN/ITGB1/KRT19/PAK2/PDLIM1/PRKAR1A/RAC1/RHOA/ROCK1/TJP1/WASF2",14
"GO:0072091","GO:0072091","regulation of stem cell proliferation","9/422","92/18903",0.000213994085101889,0.00645163248462586,0.00489477224528929,"CTNNB1/EIF2AK2/FBLN1/HNRNPU/NFIB/SFN/TGFBR2/YAP1/ZFP36L1",9
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","10/422","113/18903",0.000221771968755868,0.00664125184287706,0.00503863406230216,"ADAM9/ADAMTS1/CD47/CDC42/EMP2/ITGA6/ITGAV/ITGB1/ITGB4/LIMS1",10
"GO:1902115","GO:1902115","regulation of organelle assembly","14/422","207/18903",0.000240487902406586,0.00696141722461908,0.00528153950184599,"CHMP1B/CHMP3/CHMP5/EZR/G3BP1/GDI2/GSN/HNRNPU/NPM1/NUP62/RHOA/SDC1/SH3GLB1/YAP1",14
"GO:0032506","GO:0032506","cytokinetic process","6/422","40/18903",0.000241063893582575,0.00696141722461908,0.00528153950184599,"ARF1/CHMP1B/CHMP3/CHMP5/NUP62/RHOA",6
"GO:0140467","GO:0140467","integrated stress response signaling","6/422","40/18903",0.000241063893582575,0.00696141722461908,0.00528153950184599,"CEBPB/CEBPD/FOS/JUN/JUNB/TMED2",6
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","5/422","26/18903",0.000241824220039435,0.00696141722461908,0.00528153950184599,"AREG/CEBPB/MAPK1/PHB2/RTN4",5
"GO:0035994","GO:0035994","response to muscle stretch","5/422","26/18903",0.000241824220039435,0.00696141722461908,0.00528153950184599,"CTNNB1/FOS/GSN/JUN/NFKBIA",5
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","5/422","26/18903",0.000241824220039435,0.00696141722461908,0.00528153950184599,"IFNGR1/JAK1/PARP9/SP100/STAT1",5
"GO:0051492","GO:0051492","regulation of stress fiber assembly","9/422","94/18903",0.000251955991264084,0.00720658739115603,0.00546754701690481,"ARAP1/CD47/CDC42/PAK2/RAC1/RHOA/ROCK1/TJP1/WASF2",9
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","15/422","234/18903",0.000261008550004594,0.00739008379646596,0.00560676342669903,"ACTR3/ARF4/ARF6/CAP1/CDC42/GSN/HES1/HSP90AB1/ITGB1/PDLIM1/RAC1/RHOA/RHOB/RND3/ROCK1",15
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","14/422","209/18903",0.000265470769316032,0.00739008379646596,0.00560676342669903,"ARID1A/DDX17/HNRNPU/HSPA8/NCOR2/NR3C1/PARK7/PHB2/RBFOX2/RHOA/RWDD1/YAP1/ZFP36L1/ZFP36L2",14
"GO:0043388","GO:0043388","positive regulation of DNA binding","7/422","57/18903",0.000265498550170721,0.00739008379646596,0.00560676342669903,"CALM2/CALM3/CTNNB1/HES1/HMGB1/KLF4/PARK7",7
"GO:0001824","GO:0001824","blastocyst development","10/422","116/18903",0.000274638387868423,0.00739008379646596,0.00560676342669903,"ELF3/JUNB/KLF4/RPL7L1/RRP7A/RTN4/SBDS/SKIL/TBL1XR1/YAP1",10
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","10/422","116/18903",0.000274638387868423,0.00739008379646596,0.00560676342669903,"CEBPB/CTNNB1/FAM20C/GATA6/HES1/IL6ST/KLF4/NFIB/RHEB/YAP1",10
"GO:0030518","GO:0030518","intracellular steroid hormone receptor signaling pathway","10/422","116/18903",0.000274638387868423,0.00739008379646596,0.00560676342669903,"ARID1A/DDX17/NCOR2/NR3C1/PARK7/PHB2/RBFOX2/RHOA/RWDD1/YAP1",10
"GO:0010273","GO:0010273","detoxification of copper ion","4/422","15/18903",0.000274933641912449,0.00739008379646596,0.00560676342669903,"MT1G/MT1X/MT2A/PARK7",4
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","4/422","15/18903",0.000274933641912449,0.00739008379646596,0.00560676342669903,"CDC42/HES1/MAPK1/SEMA3C",4
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","4/422","15/18903",0.000274933641912449,0.00739008379646596,0.00560676342669903,"CDC42/HES1/MAPK1/SEMA3C",4
"GO:1990169","GO:1990169","stress response to copper ion","4/422","15/18903",0.000274933641912449,0.00739008379646596,0.00560676342669903,"MT1G/MT1X/MT2A/PARK7",4
"GO:0046688","GO:0046688","response to copper ion","6/422","41/18903",0.000277129610987059,0.0074045049354746,0.00561770456309097,"MT1G/MT1X/MT2A/PAM/PARK7/SOD3",6
"GO:2000737","GO:2000737","negative regulation of stem cell differentiation","5/422","27/18903",0.000291385583853304,0.00773906235210382,0.00587152905809665,"HES1/HNRNPU/STAT3/YAP1/ZFP36L2",5
"GO:0045766","GO:0045766","positive regulation of angiogenesis","13/422","187/18903",0.000305047904126338,0.00800661028359835,0.0060745143013641,"BTG1/EMP2/GATA6/ITGB1/JAK1/KLF4/MTDH/PDCD6/RHOB/RUNX1/STAT3/TGFBR2/TJP1",13
"GO:1904018","GO:1904018","positive regulation of vasculature development","13/422","187/18903",0.000305047904126338,0.00800661028359835,0.0060745143013641,"BTG1/EMP2/GATA6/ITGB1/JAK1/KLF4/MTDH/PDCD6/RHOB/RUNX1/STAT3/TGFBR2/TJP1",13
"GO:0030833","GO:0030833","regulation of actin filament polymerization","11/422","140/18903",0.000310234260444228,0.00809511853860903,0.00614166439882201,"ADD3/ARF6/ARPC1B/ARPC2/BAIAP2L2/CAPZA2/ELN/GRB2/GSN/RHOA/VASP",11
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","7/422","59/18903",0.000329736209283851,0.0085045258140147,0.00645227653822248,"CD74/GSN/HLA-DRB1/HMGB1/IFITM1/ITGAV/P4HB",7
"GO:0071709","GO:0071709","membrane assembly","7/422","59/18903",0.000329736209283851,0.0085045258140147,0.00645227653822248,"CHMP1B/CHMP3/CHMP5/EMP2/PACSIN2/PICALM/PTEN",7
"GO:0031960","GO:0031960","response to corticosteroid","12/422","165/18903",0.000342508347585631,0.00876378003133532,0.00664896944508585,"ADAM9/AREG/CALM3/FOS/HNRNPU/IGFBP7/NR3C1/PAM/RHOA/SDC1/ZFP36L1/ZFP36L2",12
"GO:1902414","GO:1902414","protein localization to cell junction","9/422","98/18903",0.000344723200074154,0.00876378003133532,0.00664896944508585,"DSP/JAK1/KIF5B/PAK2/PECAM1/RAB11A/TJP1/TJP2/VPS35",9
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","8/422","78/18903",0.000345680252244513,0.00876378003133532,0.00664896944508585,"ARL6IP1/CSNK2A1/IFI6/KLF4/PAK2/PARK7/SFN/XIAP",8
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","4/422","16/18903",0.000360143445409283,0.00907887035828373,0.00688802450452723,"CD24/CTNNB1/STAT1/YAP1",4
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","16/422","269/18903",0.000381250116547576,0.00955695516873755,0.00725074142411002,"AHR/CD24/CD74/CEBPB/CTNNB1/GSTP1/HES1/HLA-DRB1/HMGB1/IL6ST/MAPK1/PRKAR1A/PTEN/SELENOK/ST6GAL1/TGFBR2",16
"GO:0010508","GO:0010508","positive regulation of autophagy","11/422","144/18903",0.000395217412484089,0.0097143073945842,0.0073701225744846,"DCN/HMGB1/LARP1/MTDH/ORMDL3/PARK7/ROCK1/SH3GLB1/SLC25A5/TMEM59/WAC",11
"GO:0090150","GO:0090150","establishment of protein localization to membrane","16/422","270/18903",0.000397166882577325,0.0097143073945842,0.0073701225744846,"ARL6IP1/CALM3/CD24/EMC4/EMC7/GORASP2/KRT18/NACA/NACA2/NDUFA13/RAB11A/RAB7A/SRP14/TRAM1/VPS35/ZDHHC20",16
"GO:0030865","GO:0030865","cortical cytoskeleton organization","7/422","61/18903",0.000405870242150467,0.0097143073945842,0.0073701225744846,"ARF6/EZR/RAC1/RHOA/RHOB/RND3/ROCK1",7
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","7/422","61/18903",0.000405870242150467,0.0097143073945842,0.0073701225744846,"CD47/DSC2/DSP/ITGAV/ITGB1/KLF4/PERP",7
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","7/422","61/18903",0.000405870242150467,0.0097143073945842,0.0073701225744846,"ARPC2/CDC42/FBLN1/LIMS1/P4HB/RAC1/ST6GAL1",7
