"","x"
"1306","Microglia"
"1307","Inhibitory"
"1308","Excitatory"
"1309","Mural"
"1310","Mural"
"1311","OD Mature"
"1312","Inhibitory"
"1313","OD Immature"
"1314","Inhibitory"
"1315","Inhibitory"
"1316","Inhibitory"
"1317","Astrocyte"
"1318","Inhibitory"
"1319","Excitatory"
"1320","Inhibitory"
"1321","Inhibitory"
"1322","Mural"
"1323","Inhibitory"
"1324","Inhibitory"
"1325","Inhibitory"
"1326","Inhibitory"
"1327","Inhibitory"
"1328","Inhibitory"
"1329","Inhibitory"
"1330","Inhibitory"
"1331","Inhibitory"
"1332","Inhibitory"
"1333","OD Mature"
"1334","Microglia"
"1335","OD Mature"
"1336","Inhibitory"
"1337","OD Mature"
"1338","Inhibitory"
"1339","Inhibitory"
"1340","OD Mature"
"1341","Inhibitory"
"1342","Inhibitory"
"1343","Inhibitory"
"1344","OD Mature"
"1345","Inhibitory"
"1346","OD Mature"
"1347","Inhibitory"
"1348","Inhibitory"
"1349","OD Mature"
"1350","OD Mature"
"1351","Inhibitory"
"1352","Microglia"
"1353","Inhibitory"
"1354","Inhibitory"
"1355","Inhibitory"
"1356","Inhibitory"
"1357","Inhibitory"
"1358","OD Mature"
"1359","Microglia"
"1360","Inhibitory"
"1361","OD Mature"
"1362","Inhibitory"
"1363","Inhibitory"
"1364","Excitatory"
"1365","Ependymal"
"1366","Inhibitory"
"1367","Excitatory"
"1368","Excitatory"
"1369","Excitatory"
"1370","Inhibitory"
"1371","Inhibitory"
"1372","Inhibitory"
"1373","Inhibitory"
"1374","Inhibitory"
"1375","Inhibitory"
"1376","Inhibitory"
"1377","Inhibitory"
"1378","Inhibitory"
"1379","Ependymal"
"1380","Inhibitory"
"1381","OD Mature"
"1382","Mural"
"1383","OD Mature"
"1384","Inhibitory"
"1385","Inhibitory"
"1386","Inhibitory"
"1387","Inhibitory"
"1388","Excitatory"
"1389","OD Mature"
"1390","Inhibitory"
"1391","OD Mature"
"1392","Microglia"
"1393","Inhibitory"
"1394","Inhibitory"
"1395","Inhibitory"
"1396","Inhibitory"
"1397","OD Mature"
"1398","Inhibitory"
"1399","OD Mature"
"1400","Excitatory"
"1401","Excitatory"
"1402","Inhibitory"
"1403","OD Mature"
"1404","Inhibitory"
"1405","Inhibitory"
"1406","Excitatory"
"1407","Inhibitory"
"1408","Endothelial"
"1409","OD Mature"
"1410","OD Immature"
"1411","Inhibitory"
"1412","Endothelial"
"1413","OD Mature"
"1414","Inhibitory"
"1415","Inhibitory"
"1416","Inhibitory"
"1417","OD Mature"
"1418","Inhibitory"
"1419","OD Mature"
"1420","OD Mature"
"1421","Inhibitory"
"1422","Excitatory"
"1423","Inhibitory"
"1424","Inhibitory"
"1425","Inhibitory"
"1426","Inhibitory"
"1427","Excitatory"
"1428","Excitatory"
"1429","OD Mature"
"1430","Inhibitory"
"1431","Inhibitory"
"1432","Inhibitory"
"1433","OD Mature"
"1434","OD Immature"
"1435","Inhibitory"
"1436","OD Mature"
"1437","OD Mature"
"1438","Excitatory"
"1439","Inhibitory"
"1440","Inhibitory"
"1441","Inhibitory"
"1442","Inhibitory"
"1443","Inhibitory"
"1444","Inhibitory"
"1445","Inhibitory"
"1446","Inhibitory"
"1447","Inhibitory"
"1448","Microglia"
"1449","Inhibitory"
"1450","Excitatory"
"1451","Inhibitory"
"1452","OD Immature"
"1453","Inhibitory"
"1454","OD Mature"
"1455","Inhibitory"
"1456","Inhibitory"
"1457","Inhibitory"
"1458","OD Mature"
"1459","OD Mature"
"1460","Astrocyte"
"1461","Inhibitory"
"1462","Excitatory"
"1463","Mural"
"1464","Excitatory"
"1465","Excitatory"
"1466","OD Mature"
"1467","OD Mature"
"1468","Excitatory"
"1469","Astrocyte"
"1470","Excitatory"
"1471","Inhibitory"
"1472","OD Mature"
"1473","Inhibitory"
"1474","Inhibitory"
"1475","Inhibitory"
"1476","Excitatory"
"1477","Inhibitory"
"1478","Excitatory"
"1479","Inhibitory"
"1480","Inhibitory"
"1481","Astrocyte"
"1482","OD Mature"
"1483","Inhibitory"
"1484","Microglia"
"1485","Inhibitory"
"1486","Inhibitory"
"1487","Inhibitory"
"1488","Excitatory"
"1489","Inhibitory"
"1490","OD Immature"
"1491","Endothelial"
"1492","Excitatory"
"1493","OD Mature"
"1494","Endothelial"
"1495","Inhibitory"
"1496","Inhibitory"
"1497","Inhibitory"
"1498","OD Mature"
"1499","Inhibitory"
"1500","Excitatory"
"1501","OD Mature"
"1502","OD Mature"
"1503","Endothelial"
"1504","Inhibitory"
"1505","OD Mature"
"1506","Inhibitory"
"1507","Inhibitory"
"1508","Inhibitory"
"1509","Inhibitory"
"1510","Excitatory"
"1511","Inhibitory"
"1512","Endothelial"
"1513","Excitatory"
"1514","Inhibitory"
"1515","Inhibitory"
"1516","Inhibitory"
"1517","Excitatory"
"1518","OD Immature"
"1519","OD Mature"
"1520","Inhibitory"
"1521","Inhibitory"
"1522","OD Mature"
"1523","Inhibitory"
"1524","Inhibitory"
"1525","Inhibitory"
"1526","OD Mature"
"1527","Inhibitory"
"1528","Inhibitory"
"1529","Inhibitory"
"1530","Inhibitory"
"1531","Inhibitory"
"1532","Inhibitory"
"1533","Inhibitory"
"1534","Inhibitory"
"1535","Excitatory"
"1536","Inhibitory"
"1537","Excitatory"
"1538","OD Mature"
"1539","Endothelial"
"1540","Inhibitory"
"1541","OD Immature"
"1542","Inhibitory"
"1543","Inhibitory"
"1544","Inhibitory"
"1545","OD Mature"
"1546","Inhibitory"
"1547","Inhibitory"
"1548","Inhibitory"
"1549","OD Immature"
"1550","Inhibitory"
"1551","Inhibitory"
"1552","Inhibitory"
"1553","Inhibitory"
"1554","OD Mature"
"1555","OD Immature"
"1556","Inhibitory"
"1557","Inhibitory"
"1558","Mural"
"1559","Inhibitory"
"1560","OD Mature"
"1561","Inhibitory"
"1562","Inhibitory"
"1563","Inhibitory"
"1564","Inhibitory"
"1565","Inhibitory"
"1566","Inhibitory"
"1567","Inhibitory"
"1568","Endothelial"
"1569","Inhibitory"
"1570","OD Mature"
"1571","Excitatory"
"1572","Inhibitory"
"1573","Excitatory"
"1574","OD Mature"
"1575","Inhibitory"
"1576","Inhibitory"
"1577","Inhibitory"
"1578","Inhibitory"
"1579","Inhibitory"
"1580","OD Immature"
"1581","Inhibitory"
"1582","OD Mature"
"1583","Microglia"
"1584","Inhibitory"
"1585","Excitatory"
"1586","Excitatory"
"1587","Excitatory"
"1588","Inhibitory"
"1589","OD Mature"
"1590","Inhibitory"
"1591","Inhibitory"
"1592","Inhibitory"
"1593","Excitatory"
"1594","Inhibitory"
"1595","Inhibitory"
"1596","Inhibitory"
"1597","OD Mature"
"1598","OD Mature"
"1599","Inhibitory"
"1600","Endothelial"
"1601","Microglia"
"1602","OD Immature"
"1603","Inhibitory"
"1604","OD Mature"
"1605","Mural"
"1606","Inhibitory"
"1607","Inhibitory"
"1608","Excitatory"
"1609","Inhibitory"
"1610","Inhibitory"
"1611","Inhibitory"
"1612","Inhibitory"
"1613","Inhibitory"
"1614","Inhibitory"
"1615","Excitatory"
"1616","Inhibitory"
"1617","Inhibitory"
"1618","Inhibitory"
"1619","Inhibitory"
"1620","OD Mature"
"1621","OD Mature"
"1622","Astrocyte"
"1623","OD Mature"
"1624","OD Mature"
"1625","OD Mature"
"1626","Inhibitory"
"1627","Inhibitory"
"1628","Inhibitory"
"1629","OD Mature"
"1630","Excitatory"
"1631","Inhibitory"
"1632","Inhibitory"
"1633","OD Immature"
"1634","Inhibitory"
"1635","Inhibitory"
"1636","Astrocyte"
"1637","Excitatory"
"1638","Inhibitory"
"1639","Inhibitory"
"1640","Inhibitory"
"1641","Excitatory"
"1642","Excitatory"
"1643","OD Mature"
"1644","Inhibitory"
"1645","Inhibitory"
"1646","Inhibitory"
"1647","OD Mature"
"1648","OD Mature"
"1649","Inhibitory"
"1650","Inhibitory"
"1651","Inhibitory"
"1652","Inhibitory"
"1653","OD Mature"
"1654","Inhibitory"
"1655","OD Mature"
"1656","Inhibitory"
"1657","Inhibitory"
"1658","OD Mature"
"1659","Inhibitory"
"1660","OD Mature"
"1661","Inhibitory"
"1662","Inhibitory"
"1663","Inhibitory"
"1664","OD Immature"
"1665","Endothelial"
"1666","Inhibitory"
"1667","OD Mature"
"1668","OD Mature"
"1669","Excitatory"
"1670","Inhibitory"
"1671","Excitatory"
"1672","Inhibitory"
"1673","Inhibitory"
"1674","Inhibitory"
"1675","Ependymal"
"1676","OD Mature"
"1677","Mural"
"1678","Inhibitory"
"1679","Inhibitory"
"1680","Excitatory"
"1681","Inhibitory"
"1682","Inhibitory"
"1683","Endothelial"
"1684","Inhibitory"
"1685","Excitatory"
"1686","Inhibitory"
"1687","OD Mature"
"1688","OD Mature"
"1689","OD Mature"
"1690","Microglia"
"1691","Excitatory"
"1692","Inhibitory"
"1693","Astrocyte"
"1694","Excitatory"
"1695","Inhibitory"
"1696","Inhibitory"
"1697","Excitatory"
"1698","Inhibitory"
"1699","OD Immature"
"1700","OD Mature"
"1701","OD Mature"
"1702","Inhibitory"
"1703","Inhibitory"
"1704","Endothelial"
"1705","Inhibitory"
"1706","Inhibitory"
"1707","Inhibitory"
"1708","Mural"
"1709","Inhibitory"
"1710","Inhibitory"
"1711","Inhibitory"
"1712","Inhibitory"
"1713","Inhibitory"
"1714","Excitatory"
"1715","Inhibitory"
"1716","OD Mature"
"1717","Excitatory"
"1718","Excitatory"
"1719","Excitatory"
"1720","OD Mature"
"1721","Inhibitory"
"1722","OD Mature"
"1723","Mural"
"1724","Inhibitory"
"1725","Inhibitory"
"1726","Inhibitory"
"1727","Inhibitory"
"1728","Excitatory"
"1729","Inhibitory"
"1730","Excitatory"
"1731","OD Mature"
"1732","Astrocyte"
"1733","Inhibitory"
"1734","OD Mature"
"1735","Inhibitory"
"1736","Inhibitory"
"1737","Excitatory"
"1738","Inhibitory"
"1739","OD Mature"
"1740","Excitatory"
"1741","OD Mature"
"1742","OD Mature"
"1743","Inhibitory"
"1744","OD Mature"
"1745","Excitatory"
"1746","Astrocyte"
"1747","Inhibitory"
"1748","OD Mature"
"1749","Inhibitory"
"1750","Inhibitory"
"1751","Inhibitory"
"1752","Inhibitory"
"1753","Endothelial"
"1754","Inhibitory"
"1755","Inhibitory"
"1756","Excitatory"
"1757","Inhibitory"
"1758","Inhibitory"
"1759","Excitatory"
"1760","Inhibitory"
"1761","OD Mature"
"1762","Inhibitory"
"1763","Inhibitory"
"1764","OD Mature"
"1765","Inhibitory"
"1766","Inhibitory"
"1767","Inhibitory"
"1768","Inhibitory"
"1769","Excitatory"
"1770","Excitatory"
"1771","Excitatory"
"1772","OD Mature"
"1773","OD Mature"
"1774","Inhibitory"
"1775","Inhibitory"
"1776","Inhibitory"
"1777","Inhibitory"
"1778","Inhibitory"
"1779","OD Mature"
"1780","Inhibitory"
"1781","Inhibitory"
"1782","OD Mature"
"1783","OD Mature"
"1784","Inhibitory"
"1785","Endothelial"
"1786","Inhibitory"
"1787","Inhibitory"
"1788","Inhibitory"
"1789","Inhibitory"
"1790","Inhibitory"
"1791","Mural"
"1792","Inhibitory"
"1793","Inhibitory"
"1794","OD Mature"
"1795","Inhibitory"
"1796","Inhibitory"
"1797","Excitatory"
"1798","Inhibitory"
"1799","Inhibitory"
"1800","Inhibitory"
"1801","OD Immature"
"1802","OD Immature"
"1803","Excitatory"
"1804","Inhibitory"
"1805","OD Mature"
"1806","Excitatory"
"1807","Inhibitory"
"1808","OD Mature"
"1809","Excitatory"
"1810","Inhibitory"
"1811","Inhibitory"
"1812","OD Immature"
"1813","Inhibitory"
"1814","Inhibitory"
"1815","Excitatory"
"1816","Inhibitory"
"1817","Inhibitory"
"1818","OD Mature"
"1819","OD Mature"
"1820","Inhibitory"
"1821","OD Mature"
"1822","Inhibitory"
"1823","Inhibitory"
"1824","Inhibitory"
"1825","Inhibitory"
"1826","Inhibitory"
"1827","OD Mature"
"1828","Inhibitory"
"1829","Excitatory"
"1830","OD Mature"
"1831","OD Mature"
"1832","Inhibitory"
"1833","OD Immature"
"1834","Inhibitory"
"1835","Inhibitory"
"1836","OD Immature"
"1837","OD Immature"
"1838","Inhibitory"
"1839","OD Mature"
"1840","Inhibitory"
"1841","OD Mature"
"1842","OD Mature"
"1843","OD Mature"
"1844","Inhibitory"
"1845","Endothelial"
"1846","Inhibitory"
"1847","Inhibitory"
"1848","Inhibitory"
"1849","OD Mature"
"1850","Inhibitory"
"1851","Inhibitory"
"1852","Inhibitory"
"1853","OD Mature"
"1854","OD Immature"
"1855","Microglia"
"1856","Inhibitory"
"1857","Excitatory"
"1858","Inhibitory"
"1859","Inhibitory"
"1860","Astrocyte"
"1861","OD Mature"
"1862","Inhibitory"
"1863","Excitatory"
"1864","Inhibitory"
"1865","Excitatory"
"1866","Microglia"
"1867","Excitatory"
"1868","OD Mature"
"1869","Inhibitory"
"1870","Inhibitory"
"1871","Excitatory"
"1872","OD Mature"
"1873","Excitatory"
"1874","OD Mature"
"1875","Microglia"
"1876","Inhibitory"
"1877","Inhibitory"
"1878","OD Mature"
"1879","Inhibitory"
"1880","Excitatory"
"1881","OD Mature"
"1882","Inhibitory"
"1883","Inhibitory"
"1884","Inhibitory"
"1885","Inhibitory"
"1886","Inhibitory"
"1887","Inhibitory"
"1888","OD Mature"
"1889","Inhibitory"
"1890","Inhibitory"
"1891","Inhibitory"
"1892","Microglia"
"1893","Inhibitory"
"1894","Excitatory"
"1895","OD Mature"
"1896","Inhibitory"
"1897","OD Mature"
"1898","OD Mature"
"1899","Inhibitory"
"1900","Inhibitory"
"1901","Excitatory"
"1902","OD Immature"
"1903","Inhibitory"
"1904","OD Mature"
"1905","OD Immature"
"1906","Inhibitory"
"1907","Inhibitory"
"1908","Endothelial"
"1909","Microglia"
"1910","Inhibitory"
"1911","Inhibitory"
"1912","Inhibitory"
"1913","Inhibitory"
"1914","OD Mature"
"1915","Inhibitory"
"1916","Inhibitory"
"1917","Inhibitory"
"1918","Inhibitory"
"1919","Inhibitory"
"1920","Inhibitory"
"1921","OD Mature"
"1922","Endothelial"
"1923","Inhibitory"
"1924","Inhibitory"
"1925","Inhibitory"
"1926","Inhibitory"
"1927","Microglia"
"1928","OD Mature"
"1929","OD Immature"
"1930","Inhibitory"
"1931","Inhibitory"
"1932","Excitatory"
"1933","OD Mature"
"1934","Endothelial"
"1935","Inhibitory"
"1936","Excitatory"
"1937","Inhibitory"
"1938","Excitatory"
"1939","Endothelial"
"1940","OD Mature"
"1941","OD Immature"
"1942","Inhibitory"
"1943","Inhibitory"
"1944","Inhibitory"
"1945","Inhibitory"
"1946","Inhibitory"
"1947","Inhibitory"
"1948","OD Immature"
"1949","Inhibitory"
"1950","OD Mature"
"1951","OD Immature"
"1952","Inhibitory"
"1953","OD Mature"
"1954","Inhibitory"
"1955","Inhibitory"
"1956","OD Mature"
"1957","OD Mature"
"1958","Inhibitory"
"1959","Endothelial"
"1960","OD Mature"
"1961","Inhibitory"
"1962","Excitatory"
"1963","Inhibitory"
"1964","Inhibitory"
"1965","Inhibitory"
"1966","OD Mature"
"1967","Endothelial"
"1968","Excitatory"
"1969","Inhibitory"
"1970","Inhibitory"
"1971","Inhibitory"
"1972","Inhibitory"
"1973","Excitatory"
"1974","Inhibitory"
"1975","Inhibitory"
"1976","OD Immature"
"1977","Excitatory"
"1978","Inhibitory"
"1979","Excitatory"
"1980","Microglia"
"1981","Inhibitory"
"1982","Microglia"
"1983","OD Mature"
"1984","Inhibitory"
"1985","Excitatory"
"1986","Inhibitory"
"1987","OD Mature"
"1988","Inhibitory"
"1989","Inhibitory"
"1990","OD Mature"
"1991","Inhibitory"
"1992","Excitatory"
"1993","Inhibitory"
"1994","Inhibitory"
"1995","Excitatory"
"1996","Inhibitory"
"1997","Inhibitory"
"1998","Endothelial"
"1999","OD Mature"
"2000","Inhibitory"
"2001","Inhibitory"
"2002","Inhibitory"
"2003","Inhibitory"
"2004","Inhibitory"
"2005","Inhibitory"
"2006","Inhibitory"
"2007","Inhibitory"
"2008","Inhibitory"
"2009","Excitatory"
"2010","OD Immature"
"2011","OD Mature"
"2012","OD Mature"
"2013","Inhibitory"
"2014","OD Mature"
"2015","OD Mature"
"2016","Inhibitory"
"2017","OD Mature"
"2018","Inhibitory"
"2019","Inhibitory"
"2020","Inhibitory"
"2021","OD Mature"
"2022","Inhibitory"
"2023","OD Mature"
"2024","Inhibitory"
"2025","Inhibitory"
"2026","Inhibitory"
"2027","Inhibitory"
"2028","Excitatory"
"2029","Inhibitory"
"2030","Inhibitory"
"2031","OD Mature"
"2032","Inhibitory"
"2033","OD Mature"
"2034","Inhibitory"
"2035","Inhibitory"
"2036","OD Mature"
"2037","Inhibitory"
"2038","Inhibitory"
"2039","OD Mature"
"2040","OD Mature"
"2041","OD Mature"
"2042","OD Immature"
"2043","Microglia"
"2044","Inhibitory"
"2045","Inhibitory"
"2046","Inhibitory"
"2047","OD Mature"
"2048","OD Mature"
"2049","Excitatory"
"2050","Excitatory"
"2051","Excitatory"
"2052","Excitatory"
"2053","Inhibitory"
"2054","Inhibitory"
"2055","Inhibitory"
"2056","OD Mature"
"2057","Inhibitory"
"2058","OD Immature"
"2059","OD Mature"
"2060","Inhibitory"
"2061","Ependymal"
"2062","OD Mature"
"2063","Inhibitory"
"2064","Inhibitory"
"2065","Inhibitory"
"2066","Inhibitory"
"2067","OD Mature"
"2068","Inhibitory"
"2069","Excitatory"
"2070","OD Mature"
"2071","OD Mature"
"2072","Microglia"
"2073","Inhibitory"
"2074","Excitatory"
"2075","Inhibitory"
"2076","OD Mature"
"2077","OD Mature"
"2078","Inhibitory"
"2079","Excitatory"
"2080","OD Mature"
"2081","Inhibitory"
"2082","Inhibitory"
"2083","Inhibitory"
"2084","Excitatory"
"2085","Inhibitory"
"2086","Inhibitory"
"2087","Inhibitory"
"2088","Inhibitory"
"2089","OD Mature"
"2090","OD Immature"
"2091","Inhibitory"
"2092","Inhibitory"
"2093","Microglia"
"2094","OD Immature"
"2095","OD Immature"
"2096","Excitatory"
"2097","Excitatory"
"2098","Inhibitory"
"2099","Excitatory"
"2100","Excitatory"
"2101","Inhibitory"
"2102","Excitatory"
"2103","OD Mature"
"2104","Astrocyte"
"2105","OD Immature"
"2106","OD Mature"
"2107","OD Mature"
"2108","OD Mature"
"2109","OD Mature"
"2110","OD Mature"
"2111","Inhibitory"
"2112","Inhibitory"
"2113","Inhibitory"
"2114","Endothelial"
"2115","Microglia"
"2116","Inhibitory"
"2117","OD Mature"
"2118","Excitatory"
"2119","Inhibitory"
"2120","Inhibitory"
"2121","Inhibitory"
"2122","Excitatory"
"2123","Inhibitory"
"2124","Inhibitory"
"2125","OD Immature"
"2126","Inhibitory"
"2127","Inhibitory"
"2128","Inhibitory"
"2129","Inhibitory"
"2130","Astrocyte"
"2131","OD Mature"
"2132","Inhibitory"
"2133","Astrocyte"
"2134","Endothelial"
"2135","Inhibitory"
"2136","OD Immature"
"2137","Inhibitory"
"2138","Inhibitory"
"2139","Inhibitory"
"2140","Inhibitory"
"2141","Excitatory"
"2142","OD Immature"
"2143","Excitatory"
"2144","Inhibitory"
"2145","OD Immature"
"2146","Inhibitory"
"2147","Inhibitory"
"2148","OD Immature"
"2149","Inhibitory"
"2150","OD Mature"
"2151","Inhibitory"
"2152","Inhibitory"
"2153","Excitatory"
"2154","Inhibitory"
"2155","Inhibitory"
"2156","Inhibitory"
"2157","Inhibitory"
"2158","Inhibitory"
"2159","Microglia"
"2160","OD Mature"
"2161","Inhibitory"
"2162","Astrocyte"
"2163","OD Mature"
"2164","Inhibitory"
"2165","Inhibitory"
"2166","OD Mature"
"2167","Excitatory"
"2168","OD Mature"
"2169","Inhibitory"
"2170","OD Mature"
"2171","Excitatory"
"2172","OD Mature"
"2173","Inhibitory"
"2174","Inhibitory"
"2175","Microglia"
"2176","Inhibitory"
"2177","Excitatory"
"2178","Inhibitory"
"2179","Excitatory"
"2180","OD Mature"
"2181","OD Mature"
"2182","OD Mature"
"2183","Inhibitory"
"2184","Inhibitory"
"2185","Mural"
"2186","OD Mature"
"2187","Inhibitory"
"2188","Inhibitory"
"2189","Inhibitory"
"2190","Inhibitory"
"2191","Excitatory"
"2192","OD Mature"
"2193","Inhibitory"
"2194","Excitatory"
"2195","Excitatory"
"2196","Excitatory"
"2197","OD Mature"
"2198","OD Mature"
"2199","OD Mature"
"2200","Inhibitory"
"2201","Inhibitory"
"2202","OD Mature"
"2203","OD Mature"
"2204","Inhibitory"
"2205","Inhibitory"
"2206","Endothelial"
"2207","Inhibitory"
"2208","OD Mature"
"2209","OD Immature"
"2210","Excitatory"
"2211","Microglia"
"2212","Inhibitory"
"2213","OD Immature"
"2214","Inhibitory"
"2215","Inhibitory"
"2216","Inhibitory"
"2217","Microglia"
"2218","Inhibitory"
"2219","OD Mature"
"2220","OD Mature"
"2221","Inhibitory"
"2222","Inhibitory"
"2223","Inhibitory"
"2224","Excitatory"
